ORDERTYPE,CUSTOMER,ITEMCODE,ORDERDATE,ORDERNO,OREDEREDQUANTITY,DELIVERYDATE,INVOICENO,DELIVEREDQUANTITY
ES1,C00354,IT0001040,18-SEP-2017 12.00.00.000000000 AM,264483,72,08-NOV-2017 12.00.00.000000000 AM,21612251,72
ES1,C00311,IT0001012,27-NOV-2017 12.00.00.000000000 AM,265205,750,05-DEC-2017 12.00.00.000000000 AM,21613204,750
ES1,C00205,IT0001113,01-NOV-2017 12.00.00.000000000 AM,264944,72,08-NOV-2017 12.00.00.000000000 AM,21612285,72
ES1,C00238,IT0001113,29-NOV-2017 12.00.00.000000000 AM,265232,288,06-DEC-2017 12.00.00.000000000 AM,21613272,144
ES1,C00238,IT0001113,29-NOV-2017 12.00.00.000000000 AM,265232,288,28-DEC-2017 12.00.00.000000000 AM,21614054,144
ES3,C00370,IT0001405,27-OCT-2017 12.00.00.000000000 AM,291867,20,21-NOV-2017 12.00.00.000000000 AM,21612693,20
ES1,C00205,IT0001076,01-NOV-2017 12.00.00.000000000 AM,264944,1250,08-NOV-2017 12.00.00.000000000 AM,21612285,250
ES1,C00355,IT0001232,16-NOV-2017 12.00.00.000000000 AM,221496,45,12-DEC-2017 12.00.00.000000000 AM,21613443,45
ES1,C00124,IT0001084,12-DEC-2017 12.00.00.000000000 AM,291932,1000,22-DEC-2017 12.00.00.000000000 AM,21613822,1000
ES1,C00113,IT0001076,18-DEC-2017 12.00.00.000000000 AM,265377,1000,26-DEC-2017 12.00.00.000000000 AM,21613982,250
ES1,C00113,IT0001076,18-DEC-2017 12.00.00.000000000 AM,265377,1000,28-DEC-2017 12.00.00.000000000 AM,21614046,750
ES1,C00110,IT0001028,24-OCT-2017 12.00.00.000000000 AM,264864,180,02-NOV-2017 12.00.00.000000000 AM,21612044,180
ES1,C00355,IT0001516,07-DEC-2017 12.00.00.000000000 AM,221508,50,25-DEC-2017 12.00.00.000000000 AM,21613908,50
ES1,C00115,IT0001012,07-DEC-2017 12.00.00.000000000 AM,265293,500,08-DEC-2017 12.00.00.000000000 AM,21613293,500
ES1,C00313,IT0001012,17-NOV-2017 12.00.00.000000000 AM,265103,2500,17-NOV-2017 12.00.00.000000000 AM,21612586,500
ES1,C00115,IT0001151,29-AUG-2017 12.00.00.000000000 AM,264393,200,14-NOV-2017 12.00.00.000000000 AM,21612429,128
ES1,C00115,IT0001151,29-AUG-2017 12.00.00.000000000 AM,264393,200,16-NOV-2017 12.00.00.000000000 AM,21612516,72
ES1,C00133,IT0001471,27-NOV-2017 12.00.00.000000000 AM,291920,25,18-DEC-2017 12.00.00.000000000 AM,21613666,25
ES3,C00337,IT0001088,10-DEC-2017 12.00.00.000000000 AM,265312,640,13-DEC-2017 12.00.00.000000000 AM,21613544,640
ES1,C00313,IT0001012,17-NOV-2017 12.00.00.000000000 AM,265103,2500,19-NOV-2017 12.00.00.000000000 AM,21612617,1000
ES1,C00313,IT0001012,17-NOV-2017 12.00.00.000000000 AM,265103,2500,20-NOV-2017 12.00.00.000000000 AM,21612700,250
ES1,C00287,IT0001012,02-NOV-2017 12.00.00.000000000 AM,264967,500,05-NOV-2017 12.00.00.000000000 AM,21612127,250
ES1,C00287,IT0001012,02-NOV-2017 12.00.00.000000000 AM,264967,500,06-NOV-2017 12.00.00.000000000 AM,21612200,250
ES3,C00329,IT0001088,27-JUL-2017 12.00.00.000000000 AM,264052,2300,14-NOV-2017 12.00.00.000000000 AM,21612510,540
ES1,C00287,IT0001040,02-NOV-2017 12.00.00.000000000 AM,264967,72,05-NOV-2017 12.00.00.000000000 AM,21612127,72
ES1,C00102,IT0001133,16-SEP-2016 12.00.00.000000000 AM,261397,1002,27-NOV-2017 12.00.00.000000000 AM,21612923,18
ES1,C00102,IT0001133,16-SEP-2016 12.00.00.000000000 AM,261397,1002,10-DEC-2017 12.00.00.000000000 AM,21613367,18
ES1,C00143,IT0001376,14-NOV-2017 12.00.00.000000000 AM,265084,6,17-NOV-2017 12.00.00.000000000 AM,21612571,6
ES1,C00245,IT0001466,09-NOV-2017 12.00.00.000000000 AM,291883,73,22-NOV-2017 12.00.00.000000000 AM,21612778,73
ES1,C00313,IT0001012,17-NOV-2017 12.00.00.000000000 AM,265103,2500,23-NOV-2017 12.00.00.000000000 AM,21612821,500
ES1,C00313,IT0001012,17-NOV-2017 12.00.00.000000000 AM,265103,2500,24-NOV-2017 12.00.00.000000000 AM,21612877,250
ES1,C00355,IT0001517,16-NOV-2017 12.00.00.000000000 AM,221496,144,12-DEC-2017 12.00.00.000000000 AM,21613443,144
ES1,C00313,IT0001113,24-OCT-2017 12.00.00.000000000 AM,264861,72,17-NOV-2017 12.00.00.000000000 AM,21612582,72
ES1,C00313,IT0001028,24-OCT-2017 12.00.00.000000000 AM,264861,180,10-NOV-2017 12.00.00.000000000 AM,21612382,180
ES1,C00252,IT0001106,16-NOV-2017 12.00.00.000000000 AM,291894,40,14-DEC-2017 12.00.00.000000000 AM,21613489,40
ES1,C00205,IT0001113,27-NOV-2017 12.00.00.000000000 AM,265206,72,28-NOV-2017 12.00.00.000000000 AM,21613003,72
ES1,C00352,IT0001089,15-NOV-2017 12.00.00.000000000 AM,265091,160,16-NOV-2017 12.00.00.000000000 AM,21612562,160
ES1,C00292,IT0001096,06-NOV-2017 12.00.00.000000000 AM,291876,80,26-NOV-2017 12.00.00.000000000 AM,21612916,80
ES1,C00113,IT0001076,26-DEC-2017 12.00.00.000000000 AM,265488,1000,29-DEC-2017 12.00.00.000000000 AM,21614117,500
ES1,C00256,IT0001471,28-NOV-2017 12.00.00.000000000 AM,291918,127,12-DEC-2017 12.00.00.000000000 AM,21613402,127
ES1,C00101,IT0001299,30-NOV-2017 12.00.00.000000000 AM,280626,4000,05-DEC-2017 12.00.00.000000000 AM,21613318,4000
ES1,C00311,IT0001028,27-NOV-2017 12.00.00.000000000 AM,265205,180,28-NOV-2017 12.00.00.000000000 AM,21613021,180
ES1,C00314,IT0001108,20-NOV-2017 12.00.00.000000000 AM,265148,130,06-DEC-2017 12.00.00.000000000 AM,21613253,130
ES1,C00195,IT0001042,29-OCT-2017 12.00.00.000000000 AM,291869,25,10-NOV-2017 12.00.00.000000000 AM,21612308,25
ES3,C00102,IT0001076,12-NOV-2017 12.00.00.000000000 AM,265056,500,13-NOV-2017 12.00.00.000000000 AM,21612399,500
ES3,C00337,IT0001076,25-DEC-2017 12.00.00.000000000 AM,265367,500,25-DEC-2017 12.00.00.000000000 AM,21613925,500
ES1,C00129,IT0001020,01-NOV-2017 12.00.00.000000000 AM,264950,160,02-NOV-2017 12.00.00.000000000 AM,21612082,160
ES1,C00312,IT0001020,07-DEC-2017 12.00.00.000000000 AM,265287,160,07-DEC-2017 12.00.00.000000000 AM,21613358,160
ES1,C00333,IT0001147,14-NOV-2017 12.00.00.000000000 AM,264999,9,15-NOV-2017 12.00.00.000000000 AM,21612513,9
ES1,C00315,IT0001151,03-NOV-2017 12.00.00.000000000 AM,264971,160,10-NOV-2017 12.00.00.000000000 AM,21612333,160
ES1,C00205,IT0001088,27-NOV-2017 12.00.00.000000000 AM,265206,800,05-DEC-2017 12.00.00.000000000 AM,21613231,320
ES1,C00205,IT0001088,27-NOV-2017 12.00.00.000000000 AM,265206,800,06-DEC-2017 12.00.00.000000000 AM,21613269,320
ES1,C00205,IT0001088,27-NOV-2017 12.00.00.000000000 AM,265206,800,12-DEC-2017 12.00.00.000000000 AM,21613471,160
ES3,C00366,IT0001088,21-DEC-2017 12.00.00.000000000 AM,265441,640,26-DEC-2017 12.00.00.000000000 AM,21613960,640
ES1,C00355,IT0001228,26-OCT-2017 12.00.00.000000000 AM,221491,750,07-NOV-2017 12.00.00.000000000 AM,21612168,208
ES1,C00355,IT0001228,26-OCT-2017 12.00.00.000000000 AM,221491,750,07-NOV-2017 12.00.00.000000000 AM,21612173,312
ES1,C00355,IT0001228,26-OCT-2017 12.00.00.000000000 AM,221491,750,14-NOV-2017 12.00.00.000000000 AM,21612422,230
ES1,C00205,IT0001076,01-NOV-2017 12.00.00.000000000 AM,264944,1250,06-NOV-2017 12.00.00.000000000 AM,21612189,250
ES1,C00205,IT0001076,01-NOV-2017 12.00.00.000000000 AM,264944,1250,07-NOV-2017 12.00.00.000000000 AM,21612189,250
ES1,C00205,IT0001076,01-NOV-2017 12.00.00.000000000 AM,264944,1250,08-NOV-2017 12.00.00.000000000 AM,21612232,500
ES1,C00110,IT0001151,08-SEP-2017 12.00.00.000000000 AM,264505,200,07-NOV-2017 12.00.00.000000000 AM,21612175,80
ES1,C00354,IT0001020,21-DEC-2017 12.00.00.000000000 AM,265422,800,21-DEC-2017 12.00.00.000000000 AM,21613821,640
ES1,C00354,IT0001020,21-DEC-2017 12.00.00.000000000 AM,265422,800,22-DEC-2017 12.00.00.000000000 AM,21613891,160
ES1,C00354,IT0001088,21-NOV-2017 12.00.00.000000000 AM,265142,320,22-NOV-2017 12.00.00.000000000 AM,21612775,160
ES1,C00313,IT0001020,24-DEC-2017 12.00.00.000000000 AM,265457,320,26-DEC-2017 12.00.00.000000000 AM,21613956,320
ES3,C00313,IT0001012,04-DEC-2017 12.00.00.000000000 AM,265229,2000,22-DEC-2017 12.00.00.000000000 AM,21613887,1000
ES3,C00313,IT0001012,04-DEC-2017 12.00.00.000000000 AM,265229,2000,26-DEC-2017 12.00.00.000000000 AM,21613953,250
ES3,C00293,IT0001076,29-OCT-2017 12.00.00.000000000 AM,264908,400,02-NOV-2017 12.00.00.000000000 AM,21612051,400
ES1,C00115,IT0001012,29-NOV-2017 12.00.00.000000000 AM,265241,1250,14-DEC-2017 12.00.00.000000000 AM,21613498,250
ES1,C00110,IT0001151,08-SEP-2017 12.00.00.000000000 AM,264505,200,10-NOV-2017 12.00.00.000000000 AM,21612310,64
ES1,C00110,IT0001151,08-SEP-2017 12.00.00.000000000 AM,264505,200,14-NOV-2017 12.00.00.000000000 AM,21612441,56
ES3,C00143,IT0001371,20-DEC-2017 12.00.00.000000000 AM,265418,24,20-DEC-2017 12.00.00.000000000 AM,21613733,24
ES1,C00240,IT0001381,16-NOV-2017 12.00.00.000000000 AM,265098,69,23-NOV-2017 12.00.00.000000000 AM,21612818,69
ES1,C00115,IT0001012,29-NOV-2017 12.00.00.000000000 AM,265241,1250,20-DEC-2017 12.00.00.000000000 AM,21613730,1000
ES1,C00257,IT0001076,18-DEC-2017 12.00.00.000000000 AM,265390,250,21-DEC-2017 12.00.00.000000000 AM,21613793,250
ES1,C00238,IT0001162,25-OCT-2017 12.00.00.000000000 AM,264887,78,08-DEC-2017 12.00.00.000000000 AM,21613337,78
ES1,C00205,IT0001151,31-OCT-2017 12.00.00.000000000 AM,264943,80,02-NOV-2017 12.00.00.000000000 AM,21612049,80
ES1,C00311,IT0001159,12-DEC-2017 12.00.00.000000000 AM,265333,40,18-DEC-2017 12.00.00.000000000 AM,21613714,40
ES1,C00143,IT0001381,21-NOV-2017 12.00.00.000000000 AM,265156,13,24-NOV-2017 12.00.00.000000000 AM,21612861,13
ES1,C00283,IT0001133,05-DEC-2017 12.00.00.000000000 AM,265263,6,06-DEC-2017 12.00.00.000000000 AM,21613240,6
ES1,C00313,IT0001076,29-DEC-2017 12.00.00.000000000 AM,265510,250,29-DEC-2017 12.00.00.000000000 AM,21614146,250
ES1,C00264,IT0001024,18-DEC-2017 12.00.00.000000000 AM,291947,480,29-DEC-2017 12.00.00.000000000 AM,21614092,480
ES1,C00354,IT0001088,21-NOV-2017 12.00.00.000000000 AM,265142,320,24-NOV-2017 12.00.00.000000000 AM,21612882,160
ES1,C00115,IT0001113,13-NOV-2017 12.00.00.000000000 AM,265057,72,20-NOV-2017 12.00.00.000000000 AM,21612632,72
ES1,C00205,IT0001113,31-OCT-2017 12.00.00.000000000 AM,264943,72,08-NOV-2017 12.00.00.000000000 AM,21612231,72
ES1,C00101,IT0001124,04-DEC-2017 12.00.00.000000000 AM,265192,100,04-DEC-2017 12.00.00.000000000 AM,21613168,100
ES1,C00342,IT0001151,06-NOV-2017 12.00.00.000000000 AM,265001,104,09-NOV-2017 12.00.00.000000000 AM,21612304,104
ES3,C00102,IT0001113,12-DEC-2017 12.00.00.000000000 AM,265340,72,14-DEC-2017 12.00.00.000000000 AM,21613506,72
ES1,C00335,IT0001113,17-OCT-2017 12.00.00.000000000 AM,264817,144,01-NOV-2017 12.00.00.000000000 AM,21612061,72
ES1,C00205,IT0001068,27-NOV-2017 12.00.00.000000000 AM,265206,72,12-DEC-2017 12.00.00.000000000 AM,21613471,72
ES1,C00314,IT0001040,03-APR-2017 12.00.00.000000000 AM,263120,72,06-DEC-2017 12.00.00.000000000 AM,21613245,72
ES1,C00313,IT0001151,15-NOV-2017 12.00.00.000000000 AM,265082,80,17-NOV-2017 12.00.00.000000000 AM,21612585,80
ES1,C00312,IT0001151,02-NOV-2017 12.00.00.000000000 AM,264968,24,03-NOV-2017 12.00.00.000000000 AM,21612132,24
ES1,C00313,IT0001088,13-DEC-2017 12.00.00.000000000 AM,265338,160,13-DEC-2017 12.00.00.000000000 AM,21613531,160
ES1,C00334,IT0001151,26-NOV-2017 12.00.00.000000000 AM,265191,64,18-DEC-2017 12.00.00.000000000 AM,21613655,64
ES1,C00314,IT0001162,14-DEC-2017 12.00.00.000000000 AM,265319,240,15-DEC-2017 12.00.00.000000000 AM,21613652,144
ES1,C00283,IT0001151,05-DEC-2017 12.00.00.000000000 AM,265263,256,06-DEC-2017 12.00.00.000000000 AM,21613240,64
ES1,C00283,IT0001076,13-NOV-2017 12.00.00.000000000 AM,265061,500,15-NOV-2017 12.00.00.000000000 AM,21612501,500
ES1,C00139,IT0001140,21-NOV-2017 12.00.00.000000000 AM,265126,120,23-NOV-2017 12.00.00.000000000 AM,21612801,120
ES1,C00283,IT0001151,05-DEC-2017 12.00.00.000000000 AM,265263,256,12-DEC-2017 12.00.00.000000000 AM,21613418,192
ES3,C00126,IT0001088,08-DEC-2017 12.00.00.000000000 AM,265301,320,12-DEC-2017 12.00.00.000000000 AM,21613461,320
ES1,C00110,IT0001040,11-OCT-2017 12.00.00.000000000 AM,264767,72,21-NOV-2017 12.00.00.000000000 AM,21612722,72
ES1,C00340,IT0001113,08-DEC-2017 12.00.00.000000000 AM,265310,72,12-DEC-2017 12.00.00.000000000 AM,21613453,72
ES1,C00283,IT0001020,05-DEC-2017 12.00.00.000000000 AM,265263,640,06-DEC-2017 12.00.00.000000000 AM,21613240,160
ES1,C00283,IT0001020,05-DEC-2017 12.00.00.000000000 AM,265263,640,07-DEC-2017 12.00.00.000000000 AM,21613273,160
ES1,C00283,IT0001020,05-DEC-2017 12.00.00.000000000 AM,265263,640,10-DEC-2017 12.00.00.000000000 AM,21613387,160
ES1,C00283,IT0001020,05-DEC-2017 12.00.00.000000000 AM,265263,640,21-DEC-2017 12.00.00.000000000 AM,21613797,160
ES1,C00314,IT0001066,25-OCT-2017 12.00.00.000000000 AM,264886,130,12-DEC-2017 12.00.00.000000000 AM,21613432,130
ES1,C00301,IT0001033,26-DEC-2017 12.00.00.000000000 AM,265481,260,27-DEC-2017 12.00.00.000000000 AM,21614000,130
ES1,C00301,IT0001406,28-NOV-2017 12.00.00.000000000 AM,265212,5,03-DEC-2017 12.00.00.000000000 AM,21613146,5
ES1,C00283,IT0001012,13-NOV-2017 12.00.00.000000000 AM,265061,500,15-NOV-2017 12.00.00.000000000 AM,21612501,500
ES1,C00313,IT0001012,02-NOV-2017 12.00.00.000000000 AM,264970,2500,02-NOV-2017 12.00.00.000000000 AM,21612100,1250
ES1,C00313,IT0001012,02-NOV-2017 12.00.00.000000000 AM,264970,2500,03-NOV-2017 12.00.00.000000000 AM,21612138,1000
ES1,C00313,IT0001012,02-NOV-2017 12.00.00.000000000 AM,264970,2500,09-NOV-2017 12.00.00.000000000 AM,21612325,250
ES1,C00362,IT0001419,19-OCT-2017 12.00.00.000000000 AM,221482,7,26-NOV-2017 12.00.00.000000000 AM,21612883,7
ES1,C00313,IT0001174,01-NOV-2017 12.00.00.000000000 AM,264951,18,02-NOV-2017 12.00.00.000000000 AM,21612098,18
ES3,C00238,IT0001033,18-AUG-2017 12.00.00.000000000 AM,264280,130,10-NOV-2017 12.00.00.000000000 AM,21612367,130
ES1,C00101,IT0001076,29-NOV-2017 12.00.00.000000000 AM,265237,250,06-DEC-2017 12.00.00.000000000 AM,21613229,250
ES1,C00335,IT0001020,15-DEC-2017 12.00.00.000000000 AM,265375,640,15-DEC-2017 12.00.00.000000000 AM,21613657,480
ES1,C00335,IT0001020,15-DEC-2017 12.00.00.000000000 AM,265375,640,24-DEC-2017 12.00.00.000000000 AM,21613922,160
ES1,C00238,IT0001012,25-OCT-2017 12.00.00.000000000 AM,264887,2500,08-NOV-2017 12.00.00.000000000 AM,21612287,1000
ES1,C00238,IT0001012,25-OCT-2017 12.00.00.000000000 AM,264887,2500,12-NOV-2017 12.00.00.000000000 AM,21612403,500
ES1,C00238,IT0001012,25-OCT-2017 12.00.00.000000000 AM,264887,2500,17-NOV-2017 12.00.00.000000000 AM,21612604,750
ES3,C00238,IT0001068,29-AUG-2017 12.00.00.000000000 AM,264404,144,18-DEC-2017 12.00.00.000000000 AM,21613692,72
ES1,C00355,IT0001514,26-OCT-2017 12.00.00.000000000 AM,221490,71,14-NOV-2017 12.00.00.000000000 AM,21612421,71
ES1,C00360,IT0001474,04-DEC-2017 12.00.00.000000000 AM,221506,10,26-DEC-2017 12.00.00.000000000 AM,21613929,10
ES1,C00355,IT0001512,26-NOV-2017 12.00.00.000000000 AM,221501,336,25-DEC-2017 12.00.00.000000000 AM,21613907,336
ES1,C00238,IT0001012,25-OCT-2017 12.00.00.000000000 AM,264887,2500,20-NOV-2017 12.00.00.000000000 AM,21612687,250
ES1,C00257,IT0001076,07-NOV-2017 12.00.00.000000000 AM,265007,250,10-NOV-2017 12.00.00.000000000 AM,21612371,250
ES1,C00240,IT0001433,30-OCT-2017 12.00.00.000000000 AM,264926,10,08-NOV-2017 12.00.00.000000000 AM,21612238,10
ES1,C00113,IT0001076,16-OCT-2017 12.00.00.000000000 AM,264794,2500,06-NOV-2017 12.00.00.000000000 AM,21612179,750
ES1,C00113,IT0001076,16-OCT-2017 12.00.00.000000000 AM,264794,2500,04-DEC-2017 12.00.00.000000000 AM,21613164,500
ES1,C00113,IT0001076,16-OCT-2017 12.00.00.000000000 AM,264794,2500,05-DEC-2017 12.00.00.000000000 AM,21613185,250
ES1,C00283,IT0001012,05-DEC-2017 12.00.00.000000000 AM,265263,500,06-DEC-2017 12.00.00.000000000 AM,21613240,250
ES1,C00173,IT0001117,22-NOV-2017 12.00.00.000000000 AM,291888,150,24-NOV-2017 12.00.00.000000000 AM,21612837,150
ES1,C00283,IT0001162,19-DEC-2017 12.00.00.000000000 AM,265420,96,29-DEC-2017 12.00.00.000000000 AM,21614139,96
ES1,C00257,IT0001124,07-NOV-2017 12.00.00.000000000 AM,265007,56,10-NOV-2017 12.00.00.000000000 AM,21612371,56
ES1,C00283,IT0001012,05-DEC-2017 12.00.00.000000000 AM,265263,500,07-DEC-2017 12.00.00.000000000 AM,21613273,250
ES1,C00314,IT0001076,14-SEP-2017 12.00.00.000000000 AM,264517,1250,19-NOV-2017 12.00.00.000000000 AM,21612620,500
ES1,C00314,IT0001076,14-SEP-2017 12.00.00.000000000 AM,264517,1250,23-NOV-2017 12.00.00.000000000 AM,21612824,250
ES1,C00314,IT0001012,20-DEC-2017 12.00.00.000000000 AM,265400,1250,21-DEC-2017 12.00.00.000000000 AM,21613854,1000
ES1,C00238,IT0001088,25-OCT-2017 12.00.00.000000000 AM,264887,1280,07-NOV-2017 12.00.00.000000000 AM,21612195,320
ES1,C00238,IT0001088,25-OCT-2017 12.00.00.000000000 AM,264887,1280,08-NOV-2017 12.00.00.000000000 AM,21612287,160
ES1,C00238,IT0001088,25-OCT-2017 12.00.00.000000000 AM,264887,1280,17-NOV-2017 12.00.00.000000000 AM,21612604,160
ES1,C00238,IT0001088,25-OCT-2017 12.00.00.000000000 AM,264887,1280,22-NOV-2017 12.00.00.000000000 AM,21612812,320
ES1,C00238,IT0001088,25-OCT-2017 12.00.00.000000000 AM,264887,1280,24-NOV-2017 12.00.00.000000000 AM,21612864,320
ES1,C00257,IT0001088,04-DEC-2017 12.00.00.000000000 AM,265255,160,08-DEC-2017 12.00.00.000000000 AM,21613347,160
ES1,C00313,IT0001170,13-DEC-2017 12.00.00.000000000 AM,265338,40,13-DEC-2017 12.00.00.000000000 AM,21613531,24
ES1,C00313,IT0001170,13-DEC-2017 12.00.00.000000000 AM,265338,40,20-DEC-2017 12.00.00.000000000 AM,21613815,16
ES3,C00102,IT0001151,22-DEC-2017 12.00.00.000000000 AM,265458,40,24-DEC-2017 12.00.00.000000000 AM,21613867,40
ES1,C00355,IT0001513,07-DEC-2017 12.00.00.000000000 AM,221508,22,25-DEC-2017 12.00.00.000000000 AM,21613908,22
ES1,C00205,IT0001414,30-OCT-2017 12.00.00.000000000 AM,264942,25,02-NOV-2017 12.00.00.000000000 AM,21612048,25
ES1,C00301,IT0001088,27-OCT-2017 12.00.00.000000000 AM,264901,480,01-NOV-2017 12.00.00.000000000 AM,21612055,320
ES1,C00205,IT0001476,27-NOV-2017 12.00.00.000000000 AM,265204,25,29-NOV-2017 12.00.00.000000000 AM,21613064,25
ES1,C00186,IT0001433,13-DEC-2017 12.00.00.000000000 AM,265347,8,18-DEC-2017 12.00.00.000000000 AM,21613635,8
ES1,C00316,IT0001381,19-DEC-2017 12.00.00.000000000 AM,265411,6,22-DEC-2017 12.00.00.000000000 AM,21613858,6
ES1,C00305,IT0001076,31-AUG-2017 12.00.00.000000000 AM,264270,500,27-NOV-2017 12.00.00.000000000 AM,21613018,500
ES1,C00283,IT0001124,19-DEC-2017 12.00.00.000000000 AM,265420,16,21-DEC-2017 12.00.00.000000000 AM,21613798,16
ES1,C00152,IT0001099,07-DEC-2017 12.00.00.000000000 AM,291928,49,14-DEC-2017 12.00.00.000000000 AM,21613501,49
ES1,C00152,IT0001026,07-DEC-2017 12.00.00.000000000 AM,291928,595,12-DEC-2017 12.00.00.000000000 AM,21613403,320
ES1,C00152,IT0001026,07-DEC-2017 12.00.00.000000000 AM,291928,595,14-DEC-2017 12.00.00.000000000 AM,21613501,275
ES1,C00355,IT0001245,26-OCT-2017 12.00.00.000000000 AM,221489,140,07-NOV-2017 12.00.00.000000000 AM,21612172,140
ES1,C00355,IT0001241,26-OCT-2017 12.00.00.000000000 AM,221489,221,06-DEC-2017 12.00.00.000000000 AM,21613225,221
ES3,C00205,IT0001076,08-NOV-2017 12.00.00.000000000 AM,265018,500,09-NOV-2017 12.00.00.000000000 AM,21612286,500
ES1,C00104,IT0001076,02-NOV-2017 12.00.00.000000000 AM,264961,870,17-NOV-2017 12.00.00.000000000 AM,21612592,750
ES1,C00115,IT0001076,07-NOV-2017 12.00.00.000000000 AM,265006,500,08-NOV-2017 12.00.00.000000000 AM,21612219,500
ES1,C00252,IT0001084,05-SEP-2017 12.00.00.000000000 AM,291778,430,14-NOV-2017 12.00.00.000000000 AM,21612426,250
ES1,C00252,IT0001084,05-SEP-2017 12.00.00.000000000 AM,291778,430,26-NOV-2017 12.00.00.000000000 AM,21612890,180
ES1,C00193,IT0001076,27-AUG-2017 12.00.00.000000000 AM,264358,900,21-NOV-2017 12.00.00.000000000 AM,21612729,250
ES1,C00193,IT0001076,27-AUG-2017 12.00.00.000000000 AM,264358,900,21-DEC-2017 12.00.00.000000000 AM,21613840,130
ES1,C00127,IT0001076,20-DEC-2017 12.00.00.000000000 AM,265322,250,20-DEC-2017 12.00.00.000000000 AM,21613751,250
ES1,C00283,IT0001033,05-DEC-2017 12.00.00.000000000 AM,265263,130,07-DEC-2017 12.00.00.000000000 AM,21613273,130
ES1,C00333,IT0001124,14-NOV-2017 12.00.00.000000000 AM,264999,74,15-NOV-2017 12.00.00.000000000 AM,21612513,74
ES1,C00126,IT0001088,06-NOV-2017 12.00.00.000000000 AM,264992,320,07-NOV-2017 12.00.00.000000000 AM,21612181,320
ES1,C00110,IT0001376,24-NOV-2017 12.00.00.000000000 AM,265179,13,29-NOV-2017 12.00.00.000000000 AM,21613057,13
ES1,C00283,IT0001170,13-NOV-2017 12.00.00.000000000 AM,265061,36,14-NOV-2017 12.00.00.000000000 AM,21612457,36
ES1,C00110,IT0001113,08-NOV-2017 12.00.00.000000000 AM,265017,144,29-NOV-2017 12.00.00.000000000 AM,21613056,72
ES1,C00252,IT0001030,21-SEP-2017 12.00.00.000000000 AM,291796,100,26-NOV-2017 12.00.00.000000000 AM,21612891,100
ES1,C00252,IT0001096,20-AUG-2017 12.00.00.000000000 AM,291762,380,24-NOV-2017 12.00.00.000000000 AM,21612843,320
ES1,C00252,IT0001096,20-AUG-2017 12.00.00.000000000 AM,291762,380,26-NOV-2017 12.00.00.000000000 AM,21612889,60
ES1,C00293,IT0001151,18-OCT-2017 12.00.00.000000000 AM,264828,8,02-NOV-2017 12.00.00.000000000 AM,21612050,8
ES1,C00313,IT0001303,12-DEC-2017 12.00.00.000000000 AM,280631,150,18-DEC-2017 12.00.00.000000000 AM,21613778,150
ES1,C00110,IT0001113,08-NOV-2017 12.00.00.000000000 AM,265017,144,10-DEC-2017 12.00.00.000000000 AM,21613374,72
ES1,C00252,IT0001106,21-SEP-2017 12.00.00.000000000 AM,291796,281,26-NOV-2017 12.00.00.000000000 AM,21612891,80
ES1,C00283,IT0001012,01-NOV-2017 12.00.00.000000000 AM,264949,500,02-NOV-2017 12.00.00.000000000 AM,21612089,500
ES1,C00252,IT0001106,21-SEP-2017 12.00.00.000000000 AM,291796,281,07-DEC-2017 12.00.00.000000000 AM,21613258,201
ES1,C00240,IT0001012,30-OCT-2017 12.00.00.000000000 AM,264925,1000,08-NOV-2017 12.00.00.000000000 AM,21612237,500
ES3,C00102,IT0001151,30-NOV-2017 12.00.00.000000000 AM,265250,32,05-DEC-2017 12.00.00.000000000 AM,21613174,32
ES1,C00240,IT0001012,30-OCT-2017 12.00.00.000000000 AM,264925,1000,23-NOV-2017 12.00.00.000000000 AM,21612817,250
ES1,C00240,IT0001012,30-OCT-2017 12.00.00.000000000 AM,264925,1000,29-NOV-2017 12.00.00.000000000 AM,21613074,250
ES3,C00127,IT0001088,20-NOV-2017 12.00.00.000000000 AM,265117,160,21-NOV-2017 12.00.00.000000000 AM,21612706,160
ES1,C00309,IT0001012,03-NOV-2017 12.00.00.000000000 AM,264989,500,08-NOV-2017 12.00.00.000000000 AM,21612245,500
ES1,C00309,IT0001012,18-DEC-2017 12.00.00.000000000 AM,265357,2000,24-DEC-2017 12.00.00.000000000 AM,21613883,1500
ES1,C00354,IT0001088,13-NOV-2017 12.00.00.000000000 AM,265071,160,17-DEC-2017 12.00.00.000000000 AM,21613662,160
ES1,C00115,IT0001088,07-DEC-2017 12.00.00.000000000 AM,265293,160,08-DEC-2017 12.00.00.000000000 AM,21613293,160
ES3,C00205,IT0001113,08-NOV-2017 12.00.00.000000000 AM,265018,30,09-NOV-2017 12.00.00.000000000 AM,21612286,30
ES1,C00312,IT0001405,28-NOV-2017 12.00.00.000000000 AM,265197,5,18-DEC-2017 12.00.00.000000000 AM,21613715,5
